series,log,diff_level1,diff_level2,regression,stationary,p_value
gdp,1,0,4,n,0.06666666666666667,0.45076051804422307
gdp,1,0,8,c,0.15789473684210525,0.3158397711025498
gdp,1,0,8,ct,0.0,0.626443709601125
gdp,1,0,8,ctt,0.0,0.43023098537635457
gdp,1,0,8,n,0.0,0.4509545655985404
gdp,1,1,0,c,1.0,0.0033756971714992146
gdp,1,1,1,c,0.9473684210526315,0.005553607634877322
gdp,1,1,1,ct,0.0,0.09076989808244257
gdp,1,1,1,ctt,0.0,0.2346172053882073
gdp,1,1,1,n,1.0,0.009168072890975454
gdp,1,1,2,c,1.0,0.0004334056653170016
gdp,1,1,4,c,0.5789473684210527,0.06334343854303133
gdp,1,1,4,ct,0.125,0.3135605280130881
gdp,1,1,4,ctt,0.0,0.5586031045345156
gdp,1,1,4,n,1.0,0.017048238394311865
gdp,1,1,8,c,0.631578947368421,0.05386065473100854
gdp,1,1,8,ct,0.0,0.29856388389528415
gdp,1,1,8,ctt,0.0,0.4995566679102041
gdp,1,1,8,n,1.0,0.012684604955041404
gdp,1,2,0,c,0.5263157894736842,0.09788986214934171
gdp,1,2,0,ct,0.1111111111111111,0.38754387282500385
gdp,1,2,0,ctt,0.0,0.456902135450158
gdp,1,2,0,n,0.125,0.2664637457234027
gdp,1,2,1,c,1.0,0.0004334056653170016
gdp,1,2,2,c,0.7368421052631579,0.049361622266439295
gdp,1,2,2,ct,0.2,0.355221475396001
gdp,1,2,2,ctt,0.25,0.44840460416457895
gdp,1,2,2,n,0.6666666666666666,0.02567982372237158
gdp,1,2,4,c,0.6842105263157895,0.06324914661192386
gdp,1,2,4,ct,0.0,0.36169903697755307
gdp,1,2,4,ctt,0.3333333333333333,0.3130253864865042
gdp,1,2,4,n,1.0,0.025620321163920774
gdp,1,2,8,c,0.631578947368421,0.07785518660926942
gdp,1,2,8,ct,0.2857142857142857,0.315065234422864
gdp,1,2,8,ctt,0.0,0.5226113982697074
gdp,1,2,8,n,0.8,0.026629306355228866
gdp,1,4,0,c,0.15789473684210525,0.28548847994940346
gdp,1,4,0,ct,0.0625,0.5666361249891437
gdp,1,4,0,ctt,0.0,0.5028793688994913
gdp,1,4,0,n,0.06666666666666667,0.45076051804422307
gdp,1,4,1,c,0.5789473684210527,0.06334343854303133
gdp,1,4,1,ct,0.125,0.3135605280130881
gdp,1,4,1,ctt,0.0,0.5586031045345156
gdp,1,4,1,n,1.0,0.017048238394311865
gdp,1,4,2,c,0.6842105263157895,0.06324914661192386
gdp,1,4,2,ct,0.0,0.36169903697755307
gdp,1,4,2,ctt,0.3333333333333333,0.3130253864865042
gdp,1,4,2,n,1.0,0.025620321163920774
gdp,1,4,4,c,0.3684210526315789,0.16187620759616922
gdp,1,4,4,ct,0.0,0.4722001241150506
gdp,1,4,4,ctt,0.0,0.5339838377982272
gdp,1,4,4,n,0.75,0.040669518965366504
gdp,1,4,8,c,0.3684210526315789,0.11503473589051937
gdp,1,4,8,ct,0.08333333333333333,0.32803734664538126
gdp,1,4,8,ctt,0.09090909090909091,0.3910334944188516
gdp,1,4,8,n,0.8,0.02911184147689707
gdp,1,8,0,c,0.15789473684210525,0.3158397711025498
gdp,1,8,0,ct,0.0,0.626443709601125
gdp,1,8,0,ctt,0.0,0.43023098537635457
gdp,1,8,0,n,0.0,0.4509545655985404
gdp,1,8,1,c,0.631578947368421,0.05386065473100854
gdp,1,8,1,ct,0.0,0.29856388389528415
gdp,1,8,1,ctt,0.0,0.4995566679102041
gdp,1,8,1,n,1.0,0.012684604955041404
gdp,1,8,2,c,0.631578947368421,0.07785518660926942
gdp,1,8,2,ct,0.2857142857142857,0.315065234422864
gdp,1,8,2,ctt,0.0,0.5226113982697074
gdp,1,8,2,n,0.8,0.026629306355228866
gdp,1,8,4,c,0.3684210526315789,0.11503473589051937
gdp,1,8,4,ct,0.08333333333333333,0.32803734664538126
gdp,1,8,4,ctt,0.09090909090909091,0.3910334944188516
gdp,1,8,4,n,0.8,0.02911184147689707
gdp,1,8,8,c,0.3684210526315789,0.2305129531750907
gdp,1,8,8,ct,0.0,0.4353667366435292
gdp,1,8,8,ctt,0.0,0.5411771424659733
gdp,1,8,8,n,0.5,0.07635185603332353
gdp_cap,0,0,0,c,0.0,0.9471580685825344
gdp_cap,0,0,0,ct,0.0,0.7657256123538106
gdp_cap,0,0,0,ctt,0.05263157894736842,0.7262488672612417
gdp_cap,0,0,0,n,0.0,0.9944855010547394
gdp_cap,0,0,1,c,0.8947368421052632,0.06675628995882614
gdp_cap,0,0,1,ct,0.0,0.5674337339273255
gdp_cap,0,0,1,ctt,0.0,0.5365019251390285
gdp_cap,0,0,1,n,0.0,0.688809763008221
gdp_cap,0,0,2,c,0.3684210526315789,0.310274875491756
gdp_cap,0,0,2,ct,0.08333333333333333,0.4678844923124728
gdp_cap,0,0,2,ctt,0.0,0.447559585895591
gdp_cap,0,0,2,n,0.09090909090909091,0.5251360581610514
gdp_cap,0,0,4,c,0.10526315789473684,0.4477356616111238
gdp_cap,0,0,4,ct,0.0,0.5992984736186932
gdp_cap,0,0,4,ctt,0.0,0.5984144270255441
gdp_cap,0,0,4,n,0.058823529411764705,0.6514592370481121
gdp_cap,0,0,8,c,0.0,0.5002648486297389
gdp_cap,0,0,8,ct,0.05263157894736842,0.5510081943500473
gdp_cap,0,0,8,ctt,0.1111111111111111,0.44540927360926763
gdp_cap,0,0,8,n,0.0,0.6409914266467669
gdp_cap,0,1,0,c,0.8947368421052632,0.06675628995882614
gdp_cap,0,1,0,ct,0.0,0.5674337339273255
gdp_cap,0,1,0,ctt,0.0,0.5365019251390285
gdp_cap,0,1,0,n,0.0,0.688809763008221
gdp_cap,0,1,1,c,0.9473684210526315,0.008230992107101865
gdp_cap,0,1,1,ct,0.0,0.09905499338816087
gdp_cap,0,1,1,ctt,0.0,0.18359961230499544
gdp_cap,0,1,1,n,1.0,0.025631312012868574
gdp_cap,0,1,2,c,0.9473684210526315,0.00873544308022836
gdp_cap,0,1,2,ct,0.0,0.4394855148358884
gdp_cap,0,1,2,ctt,0.0,0.5134472312961866
gdp_cap,0,1,2,n,1.0,0.026776016077494174
gdp_cap,0,1,4,c,0.5789473684210527,0.08619979104976305
gdp_cap,0,1,4,ct,0.25,0.28752859451440826
gdp_cap,0,1,4,ctt,0.16666666666666666,0.3748352174162737
gdp_cap,0,1,4,n,0.6,0.057802519946402196
gdp_cap,0,1,8,c,0.47368421052631576,0.09028951768859887
gdp_cap,0,1,8,ct,0.2,0.2537813995755997
gdp_cap,0,1,8,ctt,0.0,0.3718423686615191
gdp_cap,0,1,8,n,0.875,0.02661931878875989
gdp_cap,0,2,0,c,0.3684210526315789,0.310274875491756
gdp_cap,0,2,0,ct,0.08333333333333333,0.4678844923124728
gdp_cap,0,2,0,ctt,0.0,0.447559585895591
gdp_cap,0,2,0,n,0.09090909090909091,0.5251360581610514
gdp_cap,0,2,1,c,0.9473684210526315,0.00873544308022836
gdp_cap,0,2,1,ct,0.0,0.4394855148358884
gdp_cap,0,2,1,ctt,0.0,0.5134472312961866
gdp_cap,0,2,1,n,1.0,0.026776016077494174
gdp_cap,0,2,2,c,0.8421052631578947,0.04443595245681835
gdp_cap,0,2,2,ct,0.3333333333333333,0.37229412850772947
gdp_cap,0,2,2,ctt,0.0,0.681378107105534
gdp_cap,0,2,2,n,0.5,0.0604157676901079
gdp_cap,0,2,4,c,0.6842105263157895,0.08933304762426965
gdp_cap,0,2,4,ct,0.16666666666666666,0.30961634166456936
gdp_cap,0,2,4,ctt,0.6,0.20802608420434793
gdp_cap,0,2,4,n,0.5,0.060114647075077285
gdp_cap,0,2,8,c,0.47368421052631576,0.11905499749543591
gdp_cap,0,2,8,ct,0.0,0.2957680078973516
gdp_cap,0,2,8,ctt,0.1,0.28136138454651705
gdp_cap,0,2,8,n,0.6666666666666666,0.062033228806394204
gdp_cap,0,4,0,c,0.10526315789473684,0.4477356616111238
gdp_cap,0,4,0,ct,0.0,0.5992984736186932
gdp_cap,0,4,0,ctt,0.0,0.5984144270255441
gdp_cap,0,4,0,n,0.058823529411764705,0.6514592370481121
gdp_cap,0,4,1,c,0.5789473684210527,0.08619979104976305
gdp_cap,0,4,1,ct,0.25,0.28752859451440826
gdp_cap,0,4,1,ctt,0.16666666666666666,0.3748352174162737
gdp_cap,0,4,1,n,0.6,0.057802519946402196
gdp_cap,0,4,2,c,0.6842105263157895,0.08933304762426965
gdp_cap,0,4,2,ct,0.16666666666666666,0.30961634166456936
gdp_cap,0,4,2,ctt,0.6,0.20802608420434793
gdp_cap,0,4,2,n,0.5,0.060114647075077285
gdp_cap,0,4,4,c,0.42105263157894735,0.21709898239762931
gdp_cap,0,4,4,ct,0.0,0.5664712893567844
gdp_cap,0,4,4,ctt,0.09090909090909091,0.558447092829859
gdp_cap,0,4,4,n,0.4,0.11947041429164691
gdp_cap,0,4,8,c,0.3684210526315789,0.1264938622469188
gdp_cap,0,4,8,ct,0.0,0.32404566718530886
gdp_cap,0,4,8,ctt,0.25,0.3245268083130254
gdp_cap,0,4,8,n,0.8888888888888888,0.03006307127590368
gdp_cap,0,8,0,c,0.0,0.5002648486297389
gdp_cap,0,8,0,ct,0.05263157894736842,0.5510081943500473
gdp_cap,0,8,0,ctt,0.1111111111111111,0.44540927360926763
gdp_cap,0,8,0,n,0.0,0.6409914266467669
gdp_cap,0,8,1,c,0.47368421052631576,0.09028951768859887
gdp_cap,0,8,1,ct,0.2,0.2537813995755997
gdp_cap,0,8,1,ctt,0.0,0.3718423686615191
gdp_cap,0,8,1,n,0.875,0.02661931878875989
gdp_cap,0,8,2,c,0.47368421052631576,0.11905499749543591
gdp_cap,0,8,2,ct,0.0,0.2957680078973516
gdp_cap,0,8,2,ctt,0.1,0.28136138454651705
gdp_cap,0,8,2,n,0.6666666666666666,0.062033228806394204
gdp_cap,0,8,4,c,0.3684210526315789,0.1264938622469188
gdp_cap,0,8,4,ct,0.0,0.32404566718530886
gdp_cap,0,8,4,ctt,0.25,0.3245268083130254
gdp_cap,0,8,4,n,0.8888888888888888,0.03006307127590368
gdp_cap,0,8,8,c,0.21052631578947367,0.2733927698606998
gdp_cap,0,8,8,ct,0.0,0.41051244865527337
gdp_cap,0,8,8,ctt,0.13333333333333333,0.4090958599973895
gdp_cap,0,8,8,n,0.46153846153846156,0.1284104267219446
gdp_cap,1,0,0,c,0.05263157894736842,0.772810923068093
gdp_cap,1,0,0,ct,0.05555555555555555,0.4889791500567695
gdp_cap,1,0,0,ctt,0.0,0.7269144775645635
gdp_cap,1,0,0,n,0.0,0.9950633966730529
gdp_cap,1,0,1,c,0.9473684210526315,0.00882955935703984
gdp_cap,1,0,1,ct,0.0,0.38153707082010274
gdp_cap,1,0,1,ctt,0.0,0.2703103381205476
gdp_cap,1,0,1,n,0.0,0.3860517871110635
gdp_cap,1,0,2,c,0.5263157894736842,0.11518259945306715
gdp_cap,1,0,2,ct,0.1111111111111111,0.4359606390673309
gdp_cap,1,0,2,ctt,0.0,0.48101859136146724
gdp_cap,1,0,2,n,0.125,0.2518570181738403
gdp_cap,1,0,4,c,0.21052631578947367,0.2679164576418273
gdp_cap,1,0,4,ct,0.06666666666666667,0.5969042271544309
gdp_cap,1,0,4,ctt,0.0,0.5306725430636537
gdp_cap,1,0,4,n,0.07142857142857142,0.4030879610520693
gdp_cap,1,0,8,c,0.21052631578947367,0.3012108292271705
gdp_cap,1,0,8,ct,0.0,0.6370125369988326
gdp_cap,1,0,8,ctt,0.0,0.41555346805817567
gdp_cap,1,0,8,n,0.0,0.41598091847478486
gdp_cap,1,1,0,c,0.9473684210526315,0.00882955935703984
gdp_cap,1,1,0,ct,0.0,0.38153707082010274
gdp_cap,1,1,0,ctt,0.0,0.2703103381205476
gdp_cap,1,1,0,n,0.0,0.3860517871110635
gdp_cap,1,1,1,c,0.9473684210526315,0.005112940475789429
gdp_cap,1,1,1,ct,0.0,0.08526909203898259
gdp_cap,1,1,1,ctt,0.0,0.22323348277018218
gdp_cap,1,1,1,n,1.0,0.008384645336965922
gdp_cap,1,1,2,c,1.0,0.00038057237194368465
gdp_cap,1,1,4,c,0.631578947368421,0.05849345132354409
gdp_cap,1,1,4,ct,0.14285714285714285,0.30836932099844544
gdp_cap,1,1,4,ctt,0.0,0.5291133314669022
gdp_cap,1,1,4,n,1.0,0.016934603906503958
gdp_cap,1,1,8,c,0.631578947368421,0.04985630468407263
gdp_cap,1,1,8,ct,0.0,0.2862432166273608
gdp_cap,1,1,8,ctt,0.0,0.4936183653826331
gdp_cap,1,1,8,n,1.0,0.011826489552344872
gdp_cap,1,2,0,c,0.5263157894736842,0.11518259945306715
gdp_cap,1,2,0,ct,0.1111111111111111,0.4359606390673309
gdp_cap,1,2,0,ctt,0.0,0.48101859136146724
gdp_cap,1,2,0,n,0.125,0.2518570181738403
gdp_cap,1,2,1,c,1.0,0.00038057237194368465
gdp_cap,1,2,2,c,0.8421052631578947,0.03429645351454897
gdp_cap,1,2,2,ct,0.3333333333333333,0.3394559833802897
gdp_cap,1,2,2,ctt,0.0,0.7044633624826889
gdp_cap,1,2,2,n,0.5,0.03667584902209005
gdp_cap,1,2,4,c,0.6842105263157895,0.05555999381778752
gdp_cap,1,2,4,ct,0.0,0.32473383309961973
gdp_cap,1,2,4,ctt,0.3333333333333333,0.2814346113314656
gdp_cap,1,2,4,n,1.0,0.019751195046750623
gdp_cap,1,2,8,c,0.631578947368421,0.07128134249368659
gdp_cap,1,2,8,ct,0.14285714285714285,0.3474923281309567
gdp_cap,1,2,8,ctt,0.0,0.42254120283573854
gdp_cap,1,2,8,n,0.8333333333333334,0.024330769472571165
gdp_cap,1,4,0,c,0.21052631578947367,0.2679164576418273
gdp_cap,1,4,0,ct,0.06666666666666667,0.5969042271544309
gdp_cap,1,4,0,ctt,0.0,0.5306725430636537
gdp_cap,1,4,0,n,0.07142857142857142,0.4030879610520693
gdp_cap,1,4,1,c,0.631578947368421,0.05849345132354409
gdp_cap,1,4,1,ct,0.14285714285714285,0.30836932099844544
gdp_cap,1,4,1,ctt,0.0,0.5291133314669022
gdp_cap,1,4,1,n,1.0,0.016934603906503958
gdp_cap,1,4,2,c,0.6842105263157895,0.05555999381778752
gdp_cap,1,4,2,ct,0.0,0.32473383309961973
gdp_cap,1,4,2,ctt,0.3333333333333333,0.2814346113314656
gdp_cap,1,4,2,n,1.0,0.019751195046750623
gdp_cap,1,4,4,c,0.3684210526315789,0.15371955450151117
gdp_cap,1,4,4,ct,0.0,0.45042341194448005
gdp_cap,1,4,4,ctt,0.0,0.5241275356156748
gdp_cap,1,4,4,n,0.75,0.038815150154508184
gdp_cap,1,4,8,c,0.47368421052631576,0.07997254891576933
gdp_cap,1,4,8,ct,0.1,0.30519576039565094
gdp_cap,1,4,8,ctt,0.1111111111111111,0.3824616528694913
gdp_cap,1,4,8,n,1.0,0.016803403013329204
gdp_cap,1,8,0,c,0.21052631578947367,0.3012108292271705
gdp_cap,1,8,0,ct,0.0,0.6370125369988326
gdp_cap,1,8,0,ctt,0.0,0.41555346805817567
gdp_cap,1,8,0,n,0.0,0.41598091847478486
gdp_cap,1,8,1,c,0.631578947368421,0.04985630468407263
gdp_cap,1,8,1,ct,0.0,0.2862432166273608
gdp_cap,1,8,1,ctt,0.0,0.4936183653826331
gdp_cap,1,8,1,n,1.0,0.011826489552344872
gdp_cap,1,8,2,c,0.631578947368421,0.07128134249368659
gdp_cap,1,8,2,ct,0.14285714285714285,0.3474923281309567
gdp_cap,1,8,2,ctt,0.0,0.42254120283573854
gdp_cap,1,8,2,n,0.8333333333333334,0.024330769472571165
gdp_cap,1,8,4,c,0.47368421052631576,0.07997254891576933
gdp_cap,1,8,4,ct,0.1,0.30519576039565094
gdp_cap,1,8,4,ctt,0.1111111111111111,0.3824616528694913
gdp_cap,1,8,4,n,1.0,0.016803403013329204
gdp_cap,1,8,8,c,0.3684210526315789,0.23055208263867508
gdp_cap,1,8,8,ct,0.0,0.4215313391238285
gdp_cap,1,8,8,ctt,0.0,0.503479874733955
gdp_cap,1,8,8,n,0.5,0.07117429427143365
pop,0,0,0,c,0.15789473684210525,0.5835890771471053
pop,0,0,0,ct,0.0625,0.541917810624764
pop,0,0,0,ctt,0.06666666666666667,0.6108371432313793
pop,0,0,0,n,0.21428571428571427,0.6261060206470532
pop,0,0,1,c,0.2631578947368421,0.2802289602560912
pop,0,0,1,ct,0.07142857142857142,0.4500448553375797
pop,0,0,1,ctt,0.0,0.4930897299417278
pop,0,0,1,n,0.0,0.2975166470427055
pop,0,0,2,c,0.21052631578947367,0.34511625915778366
pop,0,0,2,ct,0.0,0.4760404801285643
pop,0,0,2,ctt,0.13333333333333333,0.45006923045653385
pop,0,0,2,n,0.0,0.32074667957282643
pop,0,0,4,c,0.10526315789473684,0.42612790073456214
pop,0,0,4,ct,0.0,0.5007220787127301
pop,0,0,4,ctt,0.11764705882352941,0.5634201565608371
pop,0,0,4,n,0.13333333333333333,0.28820347455663725
pop,0,0,8,c,0.15789473684210525,0.32980339910106204
pop,0,0,8,ct,0.0625,0.48753096733574053
pop,0,0,8,ctt,0.0,0.5185733337144713
pop,0,0,8,n,0.2,0.2568657285885613
pop,0,1,0,c,0.2631578947368421,0.2802289602560912
pop,0,1,0,ct,0.07142857142857142,0.4500448553375797
pop,0,1,0,ctt,0.0,0.4930897299417278
pop,0,1,0,n,0.0,0.2975166470427055
pop,0,1,1,c,0.8421052631578947,0.05245980298557353
pop,0,1,1,ct,0.0,0.3608438647444732
pop,0,1,1,ctt,0.0,0.5497194698861304
pop,0,1,1,n,0.6666666666666666,0.03730783875245488
pop,0,1,2,c,0.7368421052631579,0.051098609184462775
pop,0,1,2,ct,0.0,0.3416796987367217
pop,0,1,2,ctt,0.0,0.42374547827560977
pop,0,1,2,n,0.8,0.022995725345806236
pop,0,1,4,c,0.631578947368421,0.07836665237314244
pop,0,1,4,ct,0.0,0.30512102033381766
pop,0,1,4,ctt,0.14285714285714285,0.275673040688536
pop,0,1,4,n,0.8333333333333334,0.028329944668151818
pop,0,1,8,c,0.3684210526315789,0.3057926620011154
pop,0,1,8,ct,0.08333333333333333,0.5902010945442602
pop,0,1,8,ctt,0.09090909090909091,0.5281563188769937
pop,0,1,8,n,0.2,0.1623696647566099
pop,0,2,0,c,0.21052631578947367,0.34511625915778366
pop,0,2,0,ct,0.0,0.4760404801285643
pop,0,2,0,ctt,0.13333333333333333,0.45006923045653385
pop,0,2,0,n,0.0,0.32074667957282643
pop,0,2,1,c,0.7368421052631579,0.051098609184462775
pop,0,2,1,ct,0.0,0.3416796987367217
pop,0,2,1,ctt,0.0,0.42374547827560977
pop,0,2,1,n,0.8,0.022995725345806236
pop,0,2,2,c,0.42105263157894735,0.1522777703705215
pop,0,2,2,ct,0.0,0.39215284579930904
pop,0,2,2,ctt,0.18181818181818182,0.39540279416551255
pop,0,2,2,n,0.4444444444444444,0.05854197844199996
pop,0,2,4,c,0.3157894736842105,0.19235524973474508
pop,0,2,4,ct,0.07692307692307693,0.43566282662357825
pop,0,2,4,ctt,0.0,0.4786993188130259
pop,0,2,4,n,0.5833333333333334,0.08039947588533515
pop,0,2,8,c,0.3157894736842105,0.2655411287142351
pop,0,2,8,ct,0.07692307692307693,0.5906700764315442
pop,0,2,8,ctt,0.08333333333333333,0.49103766173432056
pop,0,2,8,n,0.18181818181818182,0.1058921174575731
pop,0,4,0,c,0.10526315789473684,0.42612790073456214
pop,0,4,0,ct,0.0,0.5007220787127301
pop,0,4,0,ctt,0.11764705882352941,0.5634201565608371
pop,0,4,0,n,0.13333333333333333,0.28820347455663725
pop,0,4,1,c,0.631578947368421,0.07836665237314244
pop,0,4,1,ct,0.0,0.30512102033381766
pop,0,4,1,ctt,0.14285714285714285,0.275673040688536
pop,0,4,1,n,0.8333333333333334,0.028329944668151818
pop,0,4,2,c,0.3157894736842105,0.19235524973474508
pop,0,4,2,ct,0.07692307692307693,0.43566282662357825
pop,0,4,2,ctt,0.0,0.4786993188130259
pop,0,4,2,n,0.5833333333333334,0.08039947588533515
pop,0,4,4,c,0.15789473684210525,0.3014014671150473
pop,0,4,4,ct,0.1875,0.4657428318341043
pop,0,4,4,ctt,0.07692307692307693,0.657078925089399
pop,0,4,4,n,0.3333333333333333,0.11915369369228074
pop,0,4,8,c,0.15789473684210525,0.2637480033287216
pop,0,4,8,ct,0.0625,0.5117499205063093
pop,0,4,8,ctt,0.06666666666666667,0.517974180206984
pop,0,4,8,n,0.42857142857142855,0.09604286422428933
pop,0,8,0,c,0.15789473684210525,0.32980339910106204
pop,0,8,0,ct,0.0625,0.48753096733574053
pop,0,8,0,ctt,0.0,0.5185733337144713
pop,0,8,0,n,0.2,0.2568657285885613
pop,0,8,1,c,0.3684210526315789,0.3057926620011154
pop,0,8,1,ct,0.08333333333333333,0.5902010945442602
pop,0,8,1,ctt,0.09090909090909091,0.5281563188769937
pop,0,8,1,n,0.2,0.1623696647566099
pop,0,8,2,c,0.3157894736842105,0.2655411287142351
pop,0,8,2,ct,0.07692307692307693,0.5906700764315442
pop,0,8,2,ctt,0.08333333333333333,0.49103766173432056
pop,0,8,2,n,0.18181818181818182,0.1058921174575731
pop,0,8,4,c,0.15789473684210525,0.2637480033287216
pop,0,8,4,ct,0.0625,0.5117499205063093
pop,0,8,4,ctt,0.06666666666666667,0.517974180206984
pop,0,8,4,n,0.42857142857142855,0.09604286422428933
pop,0,8,8,c,0.21052631578947367,0.26274593786311473
pop,0,8,8,ct,0.06666666666666667,0.4995658100526578
pop,0,8,8,ctt,0.07142857142857142,0.6037406022582044
pop,0,8,8,n,0.3076923076923077,0.1173440532706693
pop,1,0,0,c,0.15789473684210525,0.555605070235349
pop,1,0,0,ct,0.0625,0.5616120325838955
pop,1,0,0,ctt,0.06666666666666667,0.611957399549563
pop,1,0,0,n,0.21428571428571427,0.6296198336042407
pop,1,0,1,c,0.3157894736842105,0.274882296688278
pop,1,0,1,ct,0.0,0.4777607630970306
pop,1,0,1,ctt,0.0,0.5459017311736745
pop,1,0,1,n,0.0,0.2927203066203728
pop,1,0,2,c,0.21052631578947367,0.3294766962592721
pop,1,0,2,ct,0.06666666666666667,0.4946209491914042
pop,1,0,2,ctt,0.21428571428571427,0.4288776322694598
pop,1,0,2,n,0.0,0.28209556025243115
pop,1,0,4,c,0.10526315789473684,0.38475879476058705
pop,1,0,4,ct,0.0,0.5094227504364378
pop,1,0,4,ctt,0.11764705882352941,0.5637490102981092
pop,1,0,4,n,0.13333333333333333,0.2772743309464832
pop,1,0,8,c,0.15789473684210525,0.32148721751816917
pop,1,0,8,ct,0.0625,0.4990924366384968
pop,1,0,8,ctt,0.0,0.5221979423319529
pop,1,0,8,n,0.2,0.2509695298831704
pop,1,1,0,c,0.3157894736842105,0.274882296688278
pop,1,1,0,ct,0.0,0.4777607630970306
pop,1,1,0,ctt,0.0,0.5459017311736745
pop,1,1,0,n,0.0,0.2927203066203728
pop,1,1,1,c,0.8421052631578947,0.051931906190231886
pop,1,1,1,ct,0.0,0.36625998242951563
pop,1,1,1,ctt,0.0,0.5605753026773552
pop,1,1,1,n,0.3333333333333333,0.056765030189197534
pop,1,1,2,c,0.7368421052631579,0.05392887833877311
pop,1,1,2,ct,0.0,0.3703095456411158
pop,1,1,2,ctt,0.0,0.42844404952306697
pop,1,1,2,n,0.8,0.023668044992197112
pop,1,1,4,c,0.631578947368421,0.07807993521962517
pop,1,1,4,ct,0.0,0.31002142208500466
pop,1,1,4,ctt,0.14285714285714285,0.28180889510807705
pop,1,1,4,n,0.8333333333333334,0.028422268794373096
pop,1,1,8,c,0.3684210526315789,0.3046110212989842
pop,1,1,8,ct,0.08333333333333333,0.5881825709345153
pop,1,1,8,ctt,0.09090909090909091,0.5292890282819285
pop,1,1,8,n,0.2,0.16224084844739392
pop,1,2,0,c,0.21052631578947367,0.3294766962592721
pop,1,2,0,ct,0.06666666666666667,0.4946209491914042
pop,1,2,0,ctt,0.21428571428571427,0.4288776322694598
pop,1,2,0,n,0.0,0.28209556025243115
pop,1,2,1,c,0.7368421052631579,0.05392887833877311
pop,1,2,1,ct,0.0,0.3703095456411158
pop,1,2,1,ctt,0.0,0.42844404952306697
pop,1,2,1,n,0.8,0.023668044992197112
pop,1,2,2,c,0.42105263157894735,0.15063328951107563
pop,1,2,2,ct,0.09090909090909091,0.3659875644718721
pop,1,2,2,ctt,0.1,0.43225912723696247
pop,1,2,2,n,0.4444444444444444,0.06110747154460846
pop,1,2,4,c,0.3157894736842105,0.19216883064374682
pop,1,2,4,ct,0.07692307692307693,0.42817084923492443
pop,1,2,4,ctt,0.0,0.5130803110612169
pop,1,2,4,n,0.6666666666666666,0.07223083084420652
pop,1,2,8,c,0.2631578947368421,0.2627673912528431
pop,1,2,8,ct,0.14285714285714285,0.5438600771037062
pop,1,2,8,ctt,0.08333333333333333,0.4800476083068312
pop,1,2,8,n,0.18181818181818182,0.10641402330410986
pop,1,4,0,c,0.10526315789473684,0.38475879476058705
pop,1,4,0,ct,0.0,0.5094227504364378
pop,1,4,0,ctt,0.11764705882352941,0.5637490102981092
pop,1,4,0,n,0.13333333333333333,0.2772743309464832
pop,1,4,1,c,0.631578947368421,0.07807993521962517
pop,1,4,1,ct,0.0,0.31002142208500466
pop,1,4,1,ctt,0.14285714285714285,0.28180889510807705
pop,1,4,1,n,0.8333333333333334,0.028422268794373096
pop,1,4,2,c,0.3157894736842105,0.19216883064374682
pop,1,4,2,ct,0.07692307692307693,0.42817084923492443
pop,1,4,2,ctt,0.0,0.5130803110612169
pop,1,4,2,n,0.6666666666666666,0.07223083084420652
pop,1,4,4,c,0.15789473684210525,0.3074089539814872
pop,1,4,4,ct,0.1875,0.44594355664586816
pop,1,4,4,ctt,0.0,0.6842261306169578
pop,1,4,4,n,0.38461538461538464,0.11502922663305147
pop,1,4,8,c,0.15789473684210525,0.2629504084599481
pop,1,4,8,ct,0.0625,0.5300266985247002
pop,1,4,8,ctt,0.13333333333333333,0.47003121219729993
pop,1,4,8,n,0.46153846153846156,0.10108112723823864
pop,1,8,0,c,0.15789473684210525,0.32148721751816917
pop,1,8,0,ct,0.0625,0.4990924366384968
pop,1,8,0,ctt,0.0,0.5221979423319529
pop,1,8,0,n,0.2,0.2509695298831704
pop,1,8,1,c,0.3684210526315789,0.3046110212989842
pop,1,8,1,ct,0.08333333333333333,0.5881825709345153
pop,1,8,1,ctt,0.09090909090909091,0.5292890282819285
pop,1,8,1,n,0.2,0.16224084844739392
pop,1,8,2,c,0.2631578947368421,0.2627673912528431
pop,1,8,2,ct,0.14285714285714285,0.5438600771037062
pop,1,8,2,ctt,0.08333333333333333,0.4800476083068312
pop,1,8,2,n,0.18181818181818182,0.10641402330410986
pop,1,8,4,c,0.15789473684210525,0.2629504084599481
pop,1,8,4,ct,0.0625,0.5300266985247002
pop,1,8,4,ctt,0.13333333333333333,0.47003121219729993
pop,1,8,4,n,0.46153846153846156,0.10108112723823864
pop,1,8,8,c,0.15789473684210525,0.26701398234320345
pop,1,8,8,ct,0.0625,0.4778336864685402
pop,1,8,8,ctt,0.06666666666666667,0.6053287787200792
pop,1,8,8,n,0.42857142857142855,0.11352025606678787
