,country,date,year,quarter,co2
553,france,2018-04-01,2018,2,90239860890.0
554,france,2018-07-01,2018,3,82002538330.0
555,france,2018-10-01,2018,4,115078937280.0
556,france,2019-01-01,2019,1,117146635980.0
557,france,2019-04-01,2019,2,89229923330.0
558,france,2019-07-01,2019,3,81077283720.0
559,france,2019-10-01,2019,4,112650100540.0
560,germany,2000-01-01,2000,1,285412486970.0
561,germany,2000-04-01,2000,2,191537305950.0
562,germany,2000-07-01,2000,3,176145061250.0
563,germany,2000-10-01,2000,4,252774955570.0
564,germany,2001-01-01,2001,1,286084583440.0
565,germany,2001-04-01,2001,2,198063179210.0
566,germany,2001-07-01,2001,3,171712600290.0
567,germany,2001-10-01,2001,4,266946360490.0
568,germany,2002-01-01,2002,1,268257207160.0
569,germany,2002-04-01,2002,2,200107639920.0
570,germany,2002-07-01,2002,3,177632166870.0
571,germany,2002-10-01,2002,4,262381986610.0
572,germany,2003-01-01,2003,1,285841432500.0
573,germany,2003-04-01,2003,2,197978110970.0
574,germany,2003-07-01,2003,3,180062308480.0
575,germany,2003-10-01,2003,4,260879489560.0
576,germany,2004-01-01,2004,1,283641010120.0
577,germany,2004-04-01,2004,2,200215223220.0
578,germany,2004-07-01,2004,3,176572359630.0
579,germany,2004-10-01,2004,4,255542428670.0
580,germany,2005-01-01,2005,1,281063580420.0
581,germany,2005-04-01,2005,2,197965393020.0
582,germany,2005-07-01,2005,3,172425315230.0
583,germany,2005-10-01,2005,4,254700254640.0
584,germany,2006-01-01,2006,1,306637824740.0
585,germany,2006-04-01,2006,2,202839586730.0
586,germany,2006-07-01,2006,3,178003186700.0
587,germany,2006-10-01,2006,4,247986809620.0
588,germany,2007-01-01,2007,1,270403595860.0
589,germany,2007-04-01,2007,2,193928299600.0
590,germany,2007-07-01,2007,3,183632631730.0
591,germany,2007-10-01,2007,4,267942286990.0
592,germany,2008-01-01,2008,1,279757365950.0
593,germany,2008-04-01,2008,2,199033404740.0
594,germany,2008-07-01,2008,3,182091841670.0
595,germany,2008-10-01,2008,4,262413964470.0
596,germany,2009-01-01,2009,1,278182839490.0
597,germany,2009-04-01,2009,2,175926779470.0
598,germany,2009-07-01,2009,3,163242713090.0
599,germany,2009-10-01,2009,4,243738849870.0
600,germany,2010-01-01,2010,1,277401137480.0
601,germany,2010-04-01,2010,2,201981204410.0
602,germany,2010-07-01,2010,3,177826309650.0
603,germany,2010-10-01,2010,4,263859492000.0
604,germany,2011-01-01,2011,1,284041072340.0
605,germany,2011-04-01,2011,2,193288761860.0
606,germany,2011-07-01,2011,3,167570131990.0
607,germany,2011-10-01,2011,4,246920934090.0
608,germany,2012-01-01,2012,1,278066998610.0
609,germany,2012-04-01,2012,2,197005860040.0
610,germany,2012-07-01,2012,3,174692864020.0
611,germany,2012-10-01,2012,4,263218630170.0
612,germany,2013-01-01,2013,1,301452294730.0
613,germany,2013-04-01,2013,2,199728768180.0
614,germany,2013-07-01,2013,3,176414915520.0
615,germany,2013-10-01,2013,4,255542997700.0
616,germany,2014-01-01,2014,1,265282498720.0
617,germany,2014-04-01,2014,2,194897057700.0
618,germany,2014-07-01,2014,3,175631140780.0
619,germany,2014-10-01,2014,4,254560835200.0
620,germany,2015-01-01,2015,1,279287610340.0
621,germany,2015-04-01,2015,2,191763523350.0
622,germany,2015-07-01,2015,3,175620366140.0
623,germany,2015-10-01,2015,4,249176418830.0
624,germany,2016-01-01,2016,1,269491453450.0
625,germany,2016-04-01,2016,2,194825092120.0
626,germany,2016-07-01,2016,3,173253326340.0
627,germany,2016-10-01,2016,4,260880110390.0
628,germany,2017-01-01,2017,1,267767623170.0
629,germany,2017-04-01,2017,2,199294654710.0
630,germany,2017-07-01,2017,3,179583439270.0
631,germany,2017-10-01,2017,4,238482708410.0
632,germany,2018-01-01,2018,1,261076149360.0
633,germany,2018-04-01,2018,2,192207584950.0
634,germany,2018-07-01,2018,3,169837403310.0
635,germany,2018-10-01,2018,4,238402452720.0
636,germany,2019-01-01,2019,1,247976419180.0
637,germany,2019-04-01,2019,2,179985359960.0
638,germany,2019-07-01,2019,3,157481895270.0
639,germany,2019-10-01,2019,4,225365837900.0
640,greece,2000-01-01,2000,1,29016382236.0
641,greece,2000-04-01,2000,2,23336608872.0
642,greece,2000-07-01,2000,3,23773638028.0
643,greece,2000-10-01,2000,4,25796822348.0
644,greece,2001-01-01,2001,1,26854808344.0
645,greece,2001-04-01,2001,2,24311062669.0
646,greece,2001-07-01,2001,3,24879370046.0
647,greece,2001-10-01,2001,4,27959947081.0
648,greece,2002-01-01,2002,1,28700037712.0
649,greece,2002-04-01,2002,2,24211626889.0
650,greece,2002-07-01,2002,3,23955213391.0
651,greece,2002-10-01,2002,4,27220519463.0
652,greece,2003-01-01,2003,1,29871319436.0
653,greece,2003-04-01,2003,2,25126587802.0
654,greece,2003-07-01,2003,3,25416653294.0
655,greece,2003-10-01,2003,4,27176264187.0
656,greece,2004-01-01,2004,1,30331704115.0
657,greece,2004-04-01,2004,2,24701385348.0
658,greece,2004-07-01,2004,3,24542193825.0
659,greece,2004-10-01,2004,4,27841364766.0
660,greece,2005-01-01,2005,1,30614131868.0
661,greece,2005-04-01,2005,2,25182067251.0
662,greece,2005-07-01,2005,3,25650633636.0
663,greece,2005-10-01,2005,4,28355308574.0
664,greece,2006-01-01,2006,1,30136919439.0
665,greece,2006-04-01,2006,2,24826398082.0
666,greece,2006-07-01,2006,3,25609831328.0
667,greece,2006-10-01,2006,4,27979346895.0
668,greece,2007-01-01,2007,1,30067261401.0
669,greece,2007-04-01,2007,2,26000223909.0
670,greece,2007-07-01,2007,3,26346429137.0
671,greece,2007-10-01,2007,4,30504580973.0
672,greece,2008-01-01,2008,1,29649268110.0
673,greece,2008-04-01,2008,2,25120579564.0
674,greece,2008-07-01,2008,3,25602160290.0
675,greece,2008-10-01,2008,4,28023672192.0
676,greece,2009-01-01,2009,1,28336500326.0
677,greece,2009-04-01,2009,2,23811333303.0
678,greece,2009-07-01,2009,3,24615665442.0
679,greece,2009-10-01,2009,4,25452533466.0
680,greece,2010-01-01,2010,1,25670622669.0
681,greece,2010-04-01,2010,2,22368988764.0
682,greece,2010-07-01,2010,3,23750784805.0
683,greece,2010-10-01,2010,4,23475412016.0
684,greece,2011-01-01,2011,1,26502753357.0
685,greece,2011-04-01,2011,2,21297965601.0
686,greece,2011-07-01,2011,3,21387469368.0
687,greece,2011-10-01,2011,4,23992582575.0
688,greece,2012-01-01,2012,1,26216242499.0
689,greece,2012-04-01,2012,2,19766209668.0
690,greece,2012-07-01,2012,3,20493140092.0
691,greece,2012-10-01,2012,4,22667460733.0
692,greece,2013-01-01,2013,1,22359916008.0
693,greece,2013-04-01,2013,2,18169076503.0
694,greece,2013-07-01,2013,3,19157640820.0
695,greece,2013-10-01,2013,4,21175302628.0
696,greece,2014-01-01,2014,1,21261308504.0
697,greece,2014-04-01,2014,2,18226084897.0
698,greece,2014-07-01,2014,3,18923722456.0
699,greece,2014-10-01,2014,4,19657839162.0
700,greece,2015-01-01,2015,1,20625116826.0
701,greece,2015-04-01,2015,2,16858727377.0
702,greece,2015-07-01,2015,3,19139746287.0
703,greece,2015-10-01,2015,4,20119028138.0
704,greece,2016-01-01,2016,1,19760705312.0
705,greece,2016-04-01,2016,2,16099392649.0
706,greece,2016-07-01,2016,3,17930795642.0
707,greece,2016-10-01,2016,4,21183891558.0
708,greece,2017-01-01,2017,1,21405061300.0
709,greece,2017-04-01,2017,2,16670715236.0
710,greece,2017-07-01,2017,3,17537711659.0
711,greece,2017-10-01,2017,4,19573077712.0
712,greece,2018-01-01,2018,1,20407897333.0
713,greece,2018-04-01,2018,2,16570555663.0
714,greece,2018-07-01,2018,3,17403496157.0
715,greece,2018-10-01,2018,4,18932789153.0
716,greece,2019-01-01,2019,1,19461393237.0
717,greece,2019-04-01,2019,2,15287075585.0
718,greece,2019-07-01,2019,3,15714486236.0
719,greece,2019-10-01,2019,4,17812403892.0
720,hungary,2000-01-01,2000,1,19182888938.0
721,hungary,2000-04-01,2000,2,13728652678.0
722,hungary,2000-07-01,2000,3,13486816993.0
723,hungary,2000-10-01,2000,4,16673361680.0
724,hungary,2001-01-01,2001,1,17777112760.0
725,hungary,2001-04-01,2001,2,14274414358.0
726,hungary,2001-07-01,2001,3,13987210101.0
727,hungary,2001-10-01,2001,4,19299038582.0
728,hungary,2002-01-01,2002,1,18297964909.0
729,hungary,2002-04-01,2002,2,14294267962.0
730,hungary,2002-07-01,2002,3,13370864481.0
731,hungary,2002-10-01,2002,4,18012430466.0
732,hungary,2003-01-01,2003,1,19766727052.0
733,hungary,2003-04-01,2003,2,14491303297.0
734,hungary,2003-07-01,2003,3,14588343162.0
735,hungary,2003-10-01,2003,4,17474212163.0
736,hungary,2004-01-01,2004,1,19487692788.0
737,hungary,2004-04-01,2004,2,14467044966.0
738,hungary,2004-07-01,2004,3,13966977474.0
739,hungary,2004-10-01,2004,4,17869990314.0
740,hungary,2005-01-01,2005,1,20815340606.0
741,hungary,2005-04-01,2005,2,14783219262.0
742,hungary,2005-07-01,2005,3,14721006748.0
743,hungary,2005-10-01,2005,4,18735699424.0
744,hungary,2006-01-01,2006,1,20996473095.0
745,hungary,2006-04-01,2006,2,14914413383.0
746,hungary,2006-07-01,2006,3,14437338989.0
747,hungary,2006-10-01,2006,4,18160244726.0
748,hungary,2007-01-01,2007,1,17963168372.0
749,hungary,2007-04-01,2007,2,14787552616.0
750,hungary,2007-07-01,2007,3,14692405943.0
751,hungary,2007-10-01,2007,4,19891733926.0
752,hungary,2008-01-01,2008,1,19162298692.0
753,hungary,2008-04-01,2008,2,15220730889.0
754,hungary,2008-07-01,2008,3,14923307653.0
755,hungary,2008-10-01,2008,4,18443063594.0
756,hungary,2009-01-01,2009,1,19068530618.0
757,hungary,2009-04-01,2009,2,13493406336.0
758,hungary,2009-07-01,2009,3,13307674600.0
759,hungary,2009-10-01,2009,4,17543451170.0
760,hungary,2010-01-01,2010,1,19264078105.0
761,hungary,2010-04-01,2010,2,13856189179.0
762,hungary,2010-07-01,2010,3,13490145391.0
763,hungary,2010-10-01,2010,4,18227278129.0
764,hungary,2011-01-01,2011,1,19394948712.0
765,hungary,2011-04-01,2011,2,13712099028.0
766,hungary,2011-07-01,2011,3,13599028121.0
767,hungary,2011-10-01,2011,4,17776397203.0
768,hungary,2012-01-01,2012,1,18757493478.0
769,hungary,2012-04-01,2012,2,12855266104.0
770,hungary,2012-07-01,2012,3,12911850720.0
771,hungary,2012-10-01,2012,4,16568122661.0
772,hungary,2013-01-01,2013,1,18194580480.0
773,hungary,2013-04-01,2013,2,12532230125.0
774,hungary,2013-07-01,2013,3,12623846503.0
775,hungary,2013-10-01,2013,4,16012106454.0
776,hungary,2014-01-01,2014,1,16757973143.0
777,hungary,2014-04-01,2014,2,12755668224.0
778,hungary,2014-07-01,2014,3,12783596518.0
779,hungary,2014-10-01,2014,4,16547095336.0
780,hungary,2015-01-01,2015,1,18039866468.0
781,hungary,2015-04-01,2015,2,13252912517.0
782,hungary,2015-07-01,2015,3,13404337245.0
783,hungary,2015-10-01,2015,4,17464644834.0
784,hungary,2016-01-01,2016,1,17493451809.0
785,hungary,2016-04-01,2016,2,13434964173.0
786,hungary,2016-07-01,2016,3,13571805231.0
787,hungary,2016-10-01,2016,4,18521602573.0
788,hungary,2017-01-01,2017,1,19359340179.0
789,hungary,2017-04-01,2017,2,14146421824.0
790,hungary,2017-07-01,2017,3,13910686317.0
791,hungary,2017-10-01,2017,4,17696381388.0
792,hungary,2018-01-01,2018,1,18646120973.0
793,hungary,2018-04-01,2018,2,14166271817.0
794,hungary,2018-07-01,2018,3,13875049952.0
795,hungary,2018-10-01,2018,4,17751910501.0
796,hungary,2019-01-01,2019,1,18575641580.0
797,hungary,2019-04-01,2019,2,14287812478.0
798,hungary,2019-07-01,2019,3,13950303963.0
799,hungary,2019-10-01,2019,4,17644255488.0
800,ireland,2000-01-01,2000,1,12285078969.0
801,ireland,2000-04-01,2000,2,10990822187.0
802,ireland,2000-07-01,2000,3,9398415962.0
803,ireland,2000-10-01,2000,4,12303893215.0
804,ireland,2001-01-01,2001,1,13413452890.0
805,ireland,2001-04-01,2001,2,11359862480.0
806,ireland,2001-07-01,2001,3,9982285303.0
807,ireland,2001-10-01,2001,4,12474071192.0
808,ireland,2002-01-01,2002,1,12096378913.0
809,ireland,2002-04-01,2002,2,12111773333.0
810,ireland,2002-07-01,2002,3,9608213170.0
811,ireland,2002-10-01,2002,4,12240212997.0
812,ireland,2003-01-01,2003,1,11724486790.0
813,ireland,2003-04-01,2003,2,11353493965.0
814,ireland,2003-07-01,2003,3,9745107728.0
815,ireland,2003-10-01,2003,4,13008127977.0
816,ireland,2004-01-01,2004,1,13207842553.0
817,ireland,2004-04-01,2004,2,11010334527.0
818,ireland,2004-07-01,2004,3,9648450792.0
819,ireland,2004-10-01,2004,4,12442239379.0
820,ireland,2005-01-01,2005,1,13452101848.0
821,ireland,2005-04-01,2005,2,11810012562.0
822,ireland,2005-07-01,2005,3,10069685373.0
823,ireland,2005-10-01,2005,4,13184419251.0
824,ireland,2006-01-01,2006,1,14127259684.0
825,ireland,2006-04-01,2006,2,11932677285.0
826,ireland,2006-07-01,2006,3,10017990895.0
827,ireland,2006-10-01,2006,4,13078867513.0
828,ireland,2007-01-01,2007,1,13473476464.0
829,ireland,2007-04-01,2007,2,11386748435.0
830,ireland,2007-07-01,2007,3,10495899734.0
831,ireland,2007-10-01,2007,4,13124178798.0
832,ireland,2008-01-01,2008,1,13170067092.0
833,ireland,2008-04-01,2008,2,11475628087.0
834,ireland,2008-07-01,2008,3,10139654675.0
835,ireland,2008-10-01,2008,4,13131092539.0
836,ireland,2009-01-01,2009,1,12276035030.0
837,ireland,2009-04-01,2009,2,10179502455.0
838,ireland,2009-07-01,2009,3,8951978378.0
839,ireland,2009-10-01,2009,4,11718844435.0
840,ireland,2010-01-01,2010,1,12363400437.0
841,ireland,2010-04-01,2010,2,9861126352.0
842,ireland,2010-07-01,2010,3,8711730039.0
843,ireland,2010-10-01,2010,4,12060840505.0
844,ireland,2011-01-01,2011,1,11329091424.0
845,ireland,2011-04-01,2011,2,9235108809.0
846,ireland,2011-07-01,2011,3,8504060311.0
847,ireland,2011-10-01,2011,4,10121436465.0
848,ireland,2012-01-01,2012,1,10523332536.0
849,ireland,2012-04-01,2012,2,9744545121.0
850,ireland,2012-07-01,2012,3,8387725683.0
851,ireland,2012-10-01,2012,4,10909553551.0
852,ireland,2013-01-01,2013,1,11100297543.0
853,ireland,2013-04-01,2013,2,9366153424.0
854,ireland,2013-07-01,2013,3,8008742814.0
855,ireland,2013-10-01,2013,4,10098788181.0
856,ireland,2014-01-01,2014,1,10423428339.0
857,ireland,2014-04-01,2014,2,9415807939.0
858,ireland,2014-07-01,2014,3,8465137533.0
859,ireland,2014-10-01,2014,4,10359332953.0
860,ireland,2015-01-01,2015,1,11036526170.0
861,ireland,2015-04-01,2015,2,9957824839.0
862,ireland,2015-07-01,2015,3,9057664368.0
863,ireland,2015-10-01,2015,4,10231248088.0
864,ireland,2016-01-01,2016,1,11529227412.0
865,ireland,2016-04-01,2016,2,10330086259.0
866,ireland,2016-07-01,2016,3,8709175420.0
867,ireland,2016-10-01,2016,4,11416241541.0
868,ireland,2017-01-01,2017,1,11507014139.0
869,ireland,2017-04-01,2017,2,9910712488.0
870,ireland,2017-07-01,2017,3,8766715583.0
871,ireland,2017-10-01,2017,4,11006925553.0
872,ireland,2018-01-01,2018,1,11430520170.0
873,ireland,2018-04-01,2018,2,9935014946.0
874,ireland,2018-07-01,2018,3,8879447398.0
875,ireland,2018-10-01,2018,4,11085716083.0
876,ireland,2019-01-01,2019,1,10729173646.0
877,ireland,2019-04-01,2019,2,9495834342.0
878,ireland,2019-07-01,2019,3,8653297973.0
879,ireland,2019-10-01,2019,4,10547344985.0
880,italy,2000-01-01,2000,1,139429660320.0
881,italy,2000-04-01,2000,2,105705492270.0
882,italy,2000-07-01,2000,3,102043368400.0
883,italy,2000-10-01,2000,4,122630667910.0
884,italy,2001-01-01,2001,1,131541124440.0
885,italy,2001-04-01,2001,2,107608800090.0
886,italy,2001-07-01,2001,3,100423579410.0
887,italy,2001-10-01,2001,4,130604815250.0
888,italy,2002-01-01,2002,1,141628760030.0
889,italy,2002-04-01,2002,2,111665397300.0
890,italy,2002-07-01,2002,3,103304770630.0
891,italy,2002-10-01,2002,4,125972077020.0
892,italy,2003-01-01,2003,1,149255693660.0
893,italy,2003-04-01,2003,2,116075424650.0
894,italy,2003-07-01,2003,3,108365370960.0
895,italy,2003-10-01,2003,4,135150544460.0
896,italy,2004-01-01,2004,1,152279573890.0
897,italy,2004-04-01,2004,2,119379809370.0
898,italy,2004-07-01,2004,3,112425237030.0
899,italy,2004-10-01,2004,4,135102988360.0
900,italy,2005-01-01,2005,1,154338090510.0
901,italy,2005-04-01,2005,2,118464142210.0
902,italy,2005-07-01,2005,3,111869866810.0
903,italy,2005-10-01,2005,4,142534939600.0
904,italy,2006-01-01,2006,1,162158734770.0
905,italy,2006-04-01,2006,2,115255366810.0
906,italy,2006-07-01,2006,3,111056914780.0
907,italy,2006-10-01,2006,4,136760496160.0
908,italy,2007-01-01,2007,1,148906066130.0
909,italy,2007-04-01,2007,2,115906264100.0
910,italy,2007-07-01,2007,3,111111534720.0
911,italy,2007-10-01,2007,4,149423559850.0
912,italy,2008-01-01,2008,1,154929691710.0
913,italy,2008-04-01,2008,2,115958781860.0
914,italy,2008-07-01,2008,3,108987128400.0
915,italy,2008-10-01,2008,4,139082540720.0
916,italy,2009-01-01,2009,1,141688198180.0
917,italy,2009-04-01,2009,2,99817981200.0
918,italy,2009-07-01,2009,3,97680738570.0
919,italy,2009-10-01,2009,4,129191477530.0
920,italy,2010-01-01,2010,1,144658332080.0
921,italy,2010-04-01,2010,2,103293119850.0
922,italy,2010-07-01,2010,3,99556185040.0
923,italy,2010-10-01,2010,4,131079418140.0
924,italy,2011-01-01,2011,1,139333880220.0
925,italy,2011-04-01,2011,2,100778771150.0
926,italy,2011-07-01,2011,3,98708620310.0
927,italy,2011-10-01,2011,4,123131135850.0
928,italy,2012-01-01,2012,1,139615226640.0
929,italy,2012-04-01,2012,2,98107479020.0
930,italy,2012-07-01,2012,3,95688607670.0
931,italy,2012-10-01,2012,4,115956931140.0
932,italy,2013-01-01,2013,1,132439717360.0
933,italy,2013-04-01,2013,2,89563122220.0
934,italy,2013-07-01,2013,3,87296422710.0
935,italy,2013-10-01,2013,4,111179802520.0
936,italy,2014-01-01,2014,1,119575307050.0
937,italy,2014-04-01,2014,2,88599521220.0
938,italy,2014-07-01,2014,3,82819633000.0
939,italy,2014-10-01,2014,4,108310295880.0
940,italy,2015-01-01,2015,1,123351694620.0
941,italy,2015-04-01,2015,2,88743495110.0
942,italy,2015-07-01,2015,3,88492121240.0
943,italy,2015-10-01,2015,4,111157082150.0
944,italy,2016-01-01,2016,1,119663641530.0
945,italy,2016-04-01,2016,2,85819921290.0
946,italy,2016-07-01,2016,3,84910081830.0
947,italy,2016-10-01,2016,4,116322778590.0
948,italy,2017-01-01,2017,1,122233859100.0
949,italy,2017-04-01,2017,2,86565309710.0
950,italy,2017-07-01,2017,3,81718440650.0
951,italy,2017-10-01,2017,4,114646982470.0
952,italy,2018-01-01,2018,1,119767054770.0
953,italy,2018-04-01,2018,2,85544549140.0
954,italy,2018-07-01,2018,3,80667653980.0
955,italy,2018-10-01,2018,4,112505868840.0
956,italy,2019-01-01,2019,1,116232300870.0
957,italy,2019-04-01,2019,2,84600262180.0
958,italy,2019-07-01,2019,3,80911264580.0
959,italy,2019-10-01,2019,4,109500313110.0
960,lithuania,2000-01-01,2000,1,4467384672.0
961,lithuania,2000-04-01,2000,2,3242565944.5
962,lithuania,2000-07-01,2000,3,3035053371.6
963,lithuania,2000-10-01,2000,4,4243375334.0
964,lithuania,2001-01-01,2001,1,4723075377.0
965,lithuania,2001-04-01,2001,2,3481474296.0
966,lithuania,2001-07-01,2001,3,3085189383.3
967,lithuania,2001-10-01,2001,4,4617648169.0
968,lithuania,2002-01-01,2002,1,4591708936.0
969,lithuania,2002-04-01,2002,2,3533146745.0
970,lithuania,2002-07-01,2002,3,3286539622.0
971,lithuania,2002-10-01,2002,4,4857189437.0
972,lithuania,2003-01-01,2003,1,5054047326.0
973,lithuania,2003-04-01,2003,2,3596765012.0
974,lithuania,2003-07-01,2003,3,3215652778.0
975,lithuania,2003-10-01,2003,4,4562039654.0
976,lithuania,2004-01-01,2004,1,5044217056.0
977,lithuania,2004-04-01,2004,2,3955062334.0
978,lithuania,2004-07-01,2004,3,3475783916.0
979,lithuania,2004-10-01,2004,4,4740224378.0
980,lithuania,2005-01-01,2005,1,5563918483.0
981,lithuania,2005-04-01,2005,2,4041040216.0
982,lithuania,2005-07-01,2005,3,3540036252.0
983,lithuania,2005-10-01,2005,4,5030902979.0
984,lithuania,2006-01-01,2006,1,5730513140.0
985,lithuania,2006-04-01,2006,2,4301186692.0
986,lithuania,2006-07-01,2006,3,3645559932.0
987,lithuania,2006-10-01,2006,4,4799534965.0
988,lithuania,2007-01-01,2007,1,5868976929.0
989,lithuania,2007-04-01,2007,2,4551032310.0
990,lithuania,2007-07-01,2007,3,4069871121.0
991,lithuania,2007-10-01,2007,4,5600954717.0
992,lithuania,2008-01-01,2008,1,5975146761.0
993,lithuania,2008-04-01,2008,2,4596910035.0
994,lithuania,2008-07-01,2008,3,4223009930.0
995,lithuania,2008-10-01,2008,4,5696524936.0
996,lithuania,2009-01-01,2009,1,5467431384.0
997,lithuania,2009-04-01,2009,2,3904951740.0
998,lithuania,2009-07-01,2009,3,3578038172.0
999,lithuania,2009-10-01,2009,4,5204067271.0
1000,lithuania,2010-01-01,2010,1,5596707787.0
1001,lithuania,2010-04-01,2010,2,4133208360.0
1002,lithuania,2010-07-01,2010,3,3705654070.0
1003,lithuania,2010-10-01,2010,4,5403647886.0
1004,lithuania,2011-01-01,2011,1,6024238241.0
1005,lithuania,2011-04-01,2011,2,4151074548.0
1006,lithuania,2011-07-01,2011,3,3673151738.0
1007,lithuania,2011-10-01,2011,4,5160033157.0
1008,lithuania,2012-01-01,2012,1,5786073035.0
1009,lithuania,2012-04-01,2012,2,4552883057.0
1010,lithuania,2012-07-01,2012,3,4001514522.0
1011,lithuania,2012-10-01,2012,4,5541566533.0
1012,lithuania,2013-01-01,2013,1,5768888012.0
1013,lithuania,2013-04-01,2013,2,4258449035.0
1014,lithuania,2013-07-01,2013,3,3798212349.0
1015,lithuania,2013-10-01,2013,4,5098840240.0
1016,lithuania,2014-01-01,2014,1,5459279199.0
1017,lithuania,2014-04-01,2014,2,4375488545.0
1018,lithuania,2014-07-01,2014,3,3888995018.0
1019,lithuania,2014-10-01,2014,4,5442401691.0
1020,lithuania,2015-01-01,2015,1,5646863845.0
1021,lithuania,2015-04-01,2015,2,4698391172.0
1022,lithuania,2015-07-01,2015,3,4186514755.0
1023,lithuania,2015-10-01,2015,4,5675682792.0
1024,lithuania,2016-01-01,2016,1,5632956821.0
1025,lithuania,2016-04-01,2016,2,4479262778.0
1026,lithuania,2016-07-01,2016,3,4035504673.0
1027,lithuania,2016-10-01,2016,4,5814472648.0
1028,lithuania,2017-01-01,2017,1,5826557611.0
1029,lithuania,2017-04-01,2017,2,4871309077.0
1030,lithuania,2017-07-01,2017,3,4331548612.0
1031,lithuania,2017-10-01,2017,4,5742448208.0
1032,lithuania,2018-01-01,2018,1,5800704443.0
1033,lithuania,2018-04-01,2018,2,4955743178.0
1034,lithuania,2018-07-01,2018,3,4313115486.0
1035,lithuania,2018-10-01,2018,4,5719884825.0
1036,lithuania,2019-01-01,2019,1,5881533800.0
1037,lithuania,2019-04-01,2019,2,5023206808.0
1038,lithuania,2019-07-01,2019,3,4490383071.0
1039,lithuania,2019-10-01,2019,4,5758264764.0
1040,netherlands,2000-01-01,2000,1,54004609360.0
1041,netherlands,2000-04-01,2000,2,41351736790.0
1042,netherlands,2000-07-01,2000,3,37878016720.0
1043,netherlands,2000-10-01,2000,4,48544449120.0
1044,netherlands,2001-01-01,2001,1,55771386130.0
1045,netherlands,2001-04-01,2001,2,42874836410.0
1046,netherlands,2001-07-01,2001,3,39316195040.0
1047,netherlands,2001-10-01,2001,4,48768166980.0
1048,netherlands,2002-01-01,2002,1,54029604020.0
1049,netherlands,2002-04-01,2002,2,43156682080.0
1050,netherlands,2002-07-01,2002,3,39176640700.0
1051,netherlands,2002-10-01,2002,4,51411563050.0
1052,netherlands,2003-01-01,2003,1,56122384800.0
1053,netherlands,2003-04-01,2003,2,43059624150.0
1054,netherlands,2003-07-01,2003,3,39520807160.0
1055,netherlands,2003-10-01,2003,4,51042984200.0
1056,netherlands,2004-01-01,2004,1,56784331670.0
1057,netherlands,2004-04-01,2004,2,44248453310.0
1058,netherlands,2004-07-01,2004,3,40480558780.0
1059,netherlands,2004-10-01,2004,4,51604283600.0
1060,netherlands,2005-01-01,2005,1,56328473220.0
1061,netherlands,2005-04-01,2005,2,43586325680.0
1062,netherlands,2005-07-01,2005,3,39790127080.0
1063,netherlands,2005-10-01,2005,4,50415111880.0
1064,netherlands,2006-01-01,2006,1,57895032230.0
1065,netherlands,2006-04-01,2006,2,42319331250.0
1066,netherlands,2006-07-01,2006,3,38793659170.0
1067,netherlands,2006-10-01,2006,4,47027765110.0
1068,netherlands,2007-01-01,2007,1,53379641330.0
1069,netherlands,2007-04-01,2007,2,42240310730.0
1070,netherlands,2007-07-01,2007,3,40025153500.0
1071,netherlands,2007-10-01,2007,4,51867838990.0
1072,netherlands,2008-01-01,2008,1,54584189220.0
1073,netherlands,2008-04-01,2008,2,43414636040.0
1074,netherlands,2008-07-01,2008,3,40377799060.0
1075,netherlands,2008-10-01,2008,4,51604430300.0
1076,netherlands,2009-01-01,2009,1,56195957660.0
1077,netherlands,2009-04-01,2009,2,41179136950.0
1078,netherlands,2009-07-01,2009,3,39240804070.0
1079,netherlands,2009-10-01,2009,4,49960627540.0
1080,netherlands,2010-01-01,2010,1,58523270240.0
1081,netherlands,2010-04-01,2010,2,45279493270.0
1082,netherlands,2010-07-01,2010,3,41340134280.0
1083,netherlands,2010-10-01,2010,4,53429603760.0
1084,netherlands,2011-01-01,2011,1,55878900900.0
1085,netherlands,2011-04-01,2011,2,41883405600.0
1086,netherlands,2011-07-01,2011,3,39666050630.0
1087,netherlands,2011-10-01,2011,4,49473137370.0
1088,netherlands,2012-01-01,2012,1,54791692780.0
1089,netherlands,2012-04-01,2012,2,42930129210.0
1090,netherlands,2012-07-01,2012,3,39403734780.0
1091,netherlands,2012-10-01,2012,4,49266503040.0
1092,netherlands,2013-01-01,2013,1,57294246390.0
1093,netherlands,2013-04-01,2013,2,42357729620.0
1094,netherlands,2013-07-01,2013,3,38296750260.0
1095,netherlands,2013-10-01,2013,4,47677791150.0
1096,netherlands,2014-01-01,2014,1,51347191300.0
1097,netherlands,2014-04-01,2014,2,40421181080.0
1098,netherlands,2014-07-01,2014,3,37786097520.0
1099,netherlands,2014-10-01,2014,4,48357680080.0
1100,netherlands,2015-01-01,2015,1,55192932480.0
1101,netherlands,2015-04-01,2015,2,42832945020.0
1102,netherlands,2015-07-01,2015,3,39815928800.0
1103,netherlands,2015-10-01,2015,4,47570079610.0
1104,netherlands,2016-01-01,2016,1,52738605190.0
1105,netherlands,2016-04-01,2016,2,42022126120.0
1106,netherlands,2016-07-01,2016,3,38900511610.0
1107,netherlands,2016-10-01,2016,4,52714666220.0
1108,netherlands,2017-01-01,2017,1,54287255780.0
1109,netherlands,2017-04-01,2017,2,42542764010.0
1110,netherlands,2017-07-01,2017,3,37917712020.0
1111,netherlands,2017-10-01,2017,4,50368054870.0
